time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-07-25T14:20:30.530Z,18.9543333,-155.2916667,12.645,2.67,ml,39,240,0.2569,0.11,hv,hv61848236,2017-07-27T22:45:30.810Z,"34km SE of Pahala, Hawaii",earthquake,1.3,0.63,0.217,13,reviewed,hv,hv
2017-07-25T14:10:03.300Z,12.0778,-92.6553,13.54,4.2,mb,,242,3.41,0.96,us,us2000a0u8,2017-07-25T15:13:03.040Z,"258km SSW of Champerico, Guatemala",earthquake,10.2,8,0.147,13,reviewed,us,us
2017-07-25T13:30:23.020Z,18.71,-64.8476,31,2.74,md,3,289,0.934,0.29,pr,pr2017206000,2017-07-25T16:29:50.293Z,"40km NW of Road Town, British Virgin Islands",earthquake,8.24,16.93,0.49,2,reviewed,pr,pr
2017-07-25T12:28:00.791Z,60.3332,-143.1107,0,3.1,ml,,,,0.89,ak,ak16375745,2017-07-25T12:35:39.690Z,"48km NW of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-25T12:08:05.670Z,39.488,142.0179,67.68,4.5,mwr,,129,1.491,0.99,us,us2000a0ts,2017-07-25T15:32:42.152Z,"6km ENE of Yamada, Japan",earthquake,5.2,6.6,0.08,15,reviewed,us,us
2017-07-25T11:17:41.660Z,19.7964993,-155.3654938,28.8,2.74,ml,63,92,0.08769,0.2,hv,hv61848141,2017-07-25T11:23:26.510Z,"27km W of Pepeekeo, Hawaii",earthquake,0.51,0.91,0.32,19,automatic,hv,hv
2017-07-25T09:08:43.110Z,47.5841667,-122.5815,24.17,2.7,ml,58,32,0.03735,0.29,uw,uw61285102,2017-07-28T07:57:50.419Z,"1km E of Enetai, Washington",earthquake,0.31,0.48,0.24,48,reviewed,uw,uw
2017-07-25T07:13:33.800Z,-34.5372,-179.7651,42.61,4.8,mb,,85,3.399,1.26,us,us2000a0pe,2017-07-25T07:34:31.040Z,"South of the Kermadec Islands",earthquake,10.2,7.7,0.131,18,reviewed,us,us
2017-07-25T06:38:39.610Z,19.2084999,-155.4765015,36.95,2.62,ml,33,206,0.045,0.21,hv,hv61847851,2017-07-25T06:44:26.120Z,"0km NE of Pahala, Hawaii",earthquake,0.82,0.97,0.31,12,automatic,hv,hv
2017-07-25T01:38:03.461Z,59.9874,-153.4746,149,2.5,ml,,,,0.61,ak,ak16375647,2017-07-25T06:08:44.010Z,"68km SW of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-25T01:11:33.830Z,-24.143,-176.5073,56.92,5,mb,,131,8.145,0.59,us,us2000a0ku,2017-07-25T01:44:48.040Z,"South of the Fiji Islands",earthquake,15,8.3,0.093,37,reviewed,us,us
2017-07-25T00:43:13.510Z,37.2778333,-97.9671667,4.65,2.8,ml,16,138,0.03139,0.05,ismpkansas,ismpkansas70231363,2017-07-25T15:44:00.900Z,"5km E of Harper, Kansas",earthquake,0.23,0.62,0.118,19,reviewed,ismp,ismp
2017-07-25T00:22:31.650Z,40.6696667,-123.2848333,27.98,2.8,ml,48,35,0.05053,0.14,nc,nc72847541,2017-08-03T02:05:02.961Z,"15km NW of Hayfork, California",earthquake,0.26,0.76,0.117,14,reviewed,nc,nc
2017-07-24T21:46:39.930Z,41.7168,88.4194,35.22,4.1,mb,,80,6.715,0.81,us,us2000a0jb,2017-08-01T02:20:29.040Z,"148km SSW of Turpan, China",earthquake,9.5,5.2,0.166,10,reviewed,us,us
2017-07-24T21:26:42.102Z,59.6761,-152.5286,96.4,3.6,ml,,,,0.46,ak,ak16375060,2017-08-01T01:44:43.040Z,"40km WSW of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-07-24T19:53:16.300Z,47.7025,-120.0191667,2.13,3.33,ml,17,59,0.04341,0.08,uw,uw61284707,2017-07-28T03:14:52.037Z,"7km NNE of Waterville, Washington",earthquake,0.2,1.09,0.216,4,reviewed,uw,uw
2017-07-24T19:46:16.150Z,19.8481667,-156.0386667,12.858,3.2,ml,42,217,0.251,0.14,hv,hv61847151,2017-07-30T12:38:25.413Z,"11km N of Kalaoa, Hawaii",earthquake,0.89,0.58,0.157,21,reviewed,hv,hv
2017-07-24T18:33:51.200Z,-47.2858,-11.938,10,5,mb,,147,23.201,0.43,us,us2000a0gi,2017-07-24T18:49:48.040Z,"Southern Mid-Atlantic Ridge",earthquake,10,2,0.111,26,reviewed,us,us
2017-07-24T18:23:38.510Z,32.8936667,-116.2683333,10.05,3,ml,87,55,0.1295,0.22,ci,ci37711607,2017-08-02T18:39:49.200Z,"26km ENE of Pine Valley, CA",earthquake,0.15,0.5,0.133,142,reviewed,ci,ci
2017-07-24T17:45:24.620Z,37.5435,-118.8153333,2.7,3.13,ml,43,92,0.04772,0.06,nc,nc72847276,2017-08-02T22:26:02.797Z,"18km SE of Mammoth Lakes, California",earthquake,0.2,0.5,0.251,22,reviewed,nc,nc
2017-07-24T15:50:12.900Z,-61.5734,160.7503,10,5,mb,,71,16.028,1.05,us,us2000a0fc,2017-07-24T19:41:15.040Z,"Balleny Islands region",earthquake,15,1.8,0.133,18,reviewed,us,us
2017-07-24T15:04:44.900Z,-36.1243,178.6278,93.21,4.8,mb,,158,1.458,0.61,us,us2000a0f7,2017-07-24T19:20:25.040Z,"248km NNE of Opotiki, New Zealand",earthquake,12.4,9,0.226,6,reviewed,us,us
2017-07-24T13:25:03.820Z,6.783,-72.9723,170.54,4.6,mb,,64,2.346,0.7,us,us2000a0ep,2017-07-24T20:42:59.778Z,"11km NNE of Aratoca, Colombia",earthquake,9.1,8.7,0.032,289,reviewed,us,us
2017-07-24T12:57:48.500Z,18.5893,-67.6065,19,2.75,md,5,224,0.2412,0.33,pr,pr2017205003,2017-07-24T15:35:31.132Z,"46km NW of Rincon, Puerto Rico",earthquake,3.91,1.45,0.07,4,reviewed,pr,pr
2017-07-24T12:10:48.300Z,54.2549,168.9998,34.56,4.7,mb,,148,3.409,0.74,us,us2000a0ei,2017-07-24T12:26:25.040Z,"220km ESE of Nikol'skoye, Russia",earthquake,13,7.2,0.04,187,reviewed,us,us
2017-07-24T11:53:34.485Z,59.759,-136.4257,0,2.6,ml,,,,0.9,ak,ak16372513,2017-07-25T06:07:50.155Z,"71km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-24T11:38:39.671Z,62.0634,-148.5355,12.9,2.8,ml,,,,0.65,ak,ak16372495,2017-07-25T06:07:49.782Z,"34km NNE of Sutton-Alpine, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-24T10:48:31.620Z,35.6756667,-118.08,8.92,2.51,ml,30,46,0.1337,0.12,ci,ci37711223,2017-07-24T20:59:48.960Z,"24km W of Inyokern, CA",earthquake,0.15,0.45,0.175,101,reviewed,ci,ci
2017-07-24T09:11:09.294Z,70.0603,-143.6161,14.1,3.1,ml,,,,0.72,ak,ak16372470,2017-07-25T06:07:52.250Z,"7km S of Kaktovik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-07-24T08:38:14.790Z,46.8398333,-112.4953333,15.29,2.89,ml,22,58,0.073,0.23,mb,mb80235819,2017-07-25T18:05:37.340Z,"19km SE of Lincoln, Montana",earthquake,0.6,0.51,0.222,20,reviewed,mb,mb
2017-07-24T08:13:03.966Z,60.4973,-153.2654,152.7,2.5,ml,,,,0.67,ak,ak16372465,2017-07-25T06:07:48.864Z,"28km W of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-24T07:20:26.430Z,46.9046667,-112.5058333,8.45,2.5,ml,22,80,0.01,0.17,mb,mb80235794,2017-07-25T01:24:37.564Z,"14km ESE of Lincoln, Montana",earthquake,0.4,0.58,0.195,15,reviewed,mb,mb
2017-07-24T04:55:34.150Z,-6.5695,-11.2071,10,4.8,mb,,60,10.756,0.88,us,us2000a247,2017-08-01T01:33:13.040Z,"Ascension Island region",earthquake,9.9,1.9,0.094,35,reviewed,us,us
2017-07-24T04:21:41.970Z,-21.9082,-68.4946,115.78,4.6,mwr,,31,0.703,1.24,us,us2000a0c0,2017-07-31T04:38:28.040Z,"76km NE of Calama, Chile",earthquake,5,6.6,,,reviewed,us,guc
2017-07-24T04:21:16.480Z,18.0413,-65.3161,18,2.5,md,4,222,0.2429,0.26,pr,pr2017205002,2017-07-24T12:55:35.627Z,"17km SE of Vieques, Puerto Rico",earthquake,2.09,1.14,0.34,4,reviewed,pr,pr
2017-07-24T04:07:55.735Z,62.1064,-150.1847,6.5,3.8,ml,,,,0.54,ak,ak16371194,2017-07-31T04:27:28.040Z,"18km WSW of Y, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-07-24T03:21:33.030Z,18.6073,-66.9886,14,2.98,md,14,254,0.1859,0.19,pr,pr2017205000,2017-07-31T04:18:36.040Z,"4km N of Isabela, Puerto Rico",earthquake,1.03,1.46,0.21,13,reviewed,pr,pr
2017-07-24T03:14:04.360Z,25.2547,-109.6902,10,4.3,mb,,126,1.277,0.95,us,us2000a0be,2017-07-31T04:15:43.040Z,"74km WSW of Topolobampo, Mexico",earthquake,8.3,2,0.122,19,reviewed,us,us
2017-07-24T03:12:02.830Z,-20.0989,-173.576,10,5,mb,,83,3.587,1.41,us,us2000a0bg,2017-07-31T04:10:33.040Z,"87km ESE of Pangai, Tonga",earthquake,6.7,1.6,0.082,48,reviewed,us,us
2017-07-24T02:40:03.870Z,18.1838,-68.0943,97,3.26,md,15,221,0.4375,0.27,pr,pr2017205001,2017-07-31T03:22:31.040Z,"61km SSE of Punta Cana, Dominican Republic",earthquake,3.96,1.47,0.12,10,reviewed,pr,pr
2017-07-24T02:29:32.990Z,37.4693333,-118.821,0.97,2.74,md,37,117,0.1207,0.04,nc,nc72846491,2017-08-02T02:59:01.920Z,"23km SE of Mammoth Lakes, California",earthquake,0.24,1.26,0.159,33,reviewed,nc,nc
2017-07-24T02:14:59.660Z,40.1002,139.586,7.09,4.6,mb,,99,1.322,0.88,us,us2000a0ak,2017-07-31T03:14:47.969Z,"39km WSW of Noshiro, Japan",earthquake,2.8,4.3,0.076,52,reviewed,us,us
2017-07-24T01:59:00.100Z,36.9745,-99.3821,3.306,2.9,ml,,129,,0.37,us,us2000a09y,2017-07-26T10:42:33.767Z,"26km NE of Buffalo, Oklahoma",earthquake,2.4,4.7,,,reviewed,tul,tul
2017-07-24T01:43:43.420Z,24.9288,-109.5955,10,4.3,mb,,97,1.048,0.83,us,us2000a09f,2017-07-31T01:43:55.040Z,"92km SW of Topolobampo, Mexico",earthquake,7.6,1.9,0.054,97,reviewed,us,us
2017-07-24T01:36:12.370Z,25.1707,-109.7881,10,4.2,mb,,117,1.164,0.87,us,us2000a091,2017-07-31T01:39:00.040Z,"88km WSW of Topolobampo, Mexico",earthquake,5,1.9,0.07,57,reviewed,us,us
2017-07-24T00:34:20.510Z,-30.8858,-178.4435,10.96,4.8,mb,,55,1.695,1.4,us,us2000a07z,2017-08-04T02:25:03.040Z,"74km NE of L'Esperance Rock, New Zealand",earthquake,5.3,4.8,0.077,52,reviewed,us,us
2017-07-24T00:13:16.500Z,35.9927,-96.788,4.515,2.8,ml,,56,,0.66,us,us2000a07g,2017-08-04T01:51:04.650Z,"2km WNW of Cushing, Oklahoma",earthquake,1.4,4.2,,,reviewed,tul,tul
2017-07-23T23:26:52.170Z,-5.9691,154.7472,172.56,4.8,mb,,73,8.257,0.78,us,us2000a074,2017-08-01T05:33:05.040Z,"90km WNW of Panguna, Papua New Guinea",earthquake,10.2,6.3,0.041,180,reviewed,us,us
2017-07-23T23:18:31.570Z,36.8506,27.5922,10,4.3,mb,,54,0.765,0.63,us,us2000a073,2017-08-04T04:48:11.040Z,"14km NNW of Datca, Turkey",earthquake,4.5,2,0.307,3,reviewed,us,us
2017-07-23T22:38:44.540Z,46.9048333,-112.5203333,11.78,2.81,ml,20,108,0.018,0.17,mb,mb80235594,2017-07-24T16:24:26.728Z,"13km ESE of Lincoln, Montana",earthquake,0.44,0.41,0.31,12,reviewed,mb,mb
2017-07-23T22:36:01.300Z,46.9018333,-112.5116667,8.27,3.7,ml,31,86,0.015,0.22,mb,mb80235579,2017-07-28T07:11:45.552Z,"14km ESE of Lincoln, Montana",earthquake,0.48,0.43,0.302,27,reviewed,mb,mb
2017-07-23T22:29:59.190Z,46.9115,-112.5093333,9.01,3.17,ml,24,112,0.008,0.21,mb,mb80235569,2017-07-24T16:35:37.740Z,"13km ESE of Lincoln, Montana",earthquake,0.47,0.63,0.358,22,reviewed,mb,mb
2017-07-23T19:12:17.500Z,-14.6566,170.4784,637.13,4.3,mb,,62,6.824,0.91,us,us2000a051,2017-07-23T19:54:25.040Z,"Vanuatu region",earthquake,13.9,9.8,0.094,32,reviewed,us,us
2017-07-23T17:32:14.770Z,30.1812,57.5491,10,5.1,mb,,99,5.35,0.65,us,us2000a03u,2017-07-24T18:22:47.342Z,"46km ESE of Kerman, Iran",earthquake,8.7,1.9,0.065,77,reviewed,us,us
2017-07-23T17:11:24.500Z,36.7419,-98.0378,1.83,3.1,mb_lg,,48,0.151,0.13,us,us2000a03i,2017-07-25T10:58:30.091Z,"28km E of Cherokee, Oklahoma",earthquake,0.7,4.2,0.046,122,reviewed,us,us
2017-07-23T16:46:06.000Z,-33.124,-72.074,16.7,4.3,mb,,,,0.67,us,us2000a03e,2017-07-23T23:53:13.934Z,"42km WSW of Valparaiso, Chile",earthquake,3.8,2.7,0.161,11,reviewed,guc,us
2017-07-23T15:35:41.050Z,40.0501,143.437,10,5.6,mww,,102,1.955,0.62,us,us2000a02t,2017-07-25T15:40:30.040Z,"135km ENE of Miyako, Japan",earthquake,6.9,1.8,0.071,19,reviewed,us,us
2017-07-23T15:08:29.760Z,46.8786667,-112.536,12.12,2.91,ml,25,81,0.043,0.26,mb,mb80235494,2017-07-24T13:54:42.628Z,"13km SE of Lincoln, Montana",earthquake,0.69,0.53,0.244,24,reviewed,mb,mb
2017-07-23T13:22:58.710Z,35.725,-84.165,22.57,2.73,md,19,62,0.05717,0.16,se,se60202986,2017-07-23T15:14:39.100Z,"7km N of Greenback, Tennessee",earthquake,0.25,0.45,0.16,18,reviewed,se,se
2017-07-23T13:10:58.050Z,18.2163,-68.11,84,3.25,md,16,217,0.4028,0.34,pr,pr2017204015,2017-08-02T16:40:35.040Z,"49km SE of Punta Cana, Dominican Republic",earthquake,3.21,1.52,0.34,13,reviewed,pr,pr
2017-07-23T12:54:10.090Z,49.7655,156.1262,69.33,4.6,mb,,160,3.489,0.82,us,us2000a01k,2017-07-23T13:13:19.040Z,"101km S of Severo-Kuril'sk, Russia",earthquake,11,8.3,0.053,104,reviewed,us,us
2017-07-23T11:38:43.300Z,5.3626,94.394,53.24,4.8,mb,,154,2.545,0.53,us,us2000a00x,2017-07-23T11:55:08.040Z,"105km WSW of Banda Aceh, Indonesia",earthquake,11.1,8.6,0.078,51,reviewed,us,us
2017-07-23T10:36:37.450Z,41.1226,75.3132,4.79,4.2,mwr,,60,0.578,1.15,us,us20009zzz,2017-07-23T11:00:23.040Z,"33km ESE of Baetov, Kyrgyzstan",earthquake,3.3,5.2,0.053,34,reviewed,us,us
2017-07-23T10:26:30.900Z,36.0767,-97.2025,7.967,2.5,ml,,21,,0.14,us,us20009zzu,2017-08-04T06:24:37.388Z,"13km WSW of Stillwater, Oklahoma",earthquake,1,4.6,,,reviewed,tul,tul
2017-07-23T10:12:22.290Z,16.1583,-95.8826,45.43,4.4,mb,,196,4.299,0.74,us,us20009zzm,2017-08-04T06:22:31.338Z,"31km NE of Santa Maria Xadani, Mexico",earthquake,6.8,14.1,0.063,74,reviewed,us,us
2017-07-23T10:11:27.430Z,-24.4569,-179.6142,552.85,4.1,mb,,197,7.024,0.66,us,us2000a1st,2017-08-04T06:19:01.040Z,"South of the Fiji Islands",earthquake,12.7,19.4,0.14,14,reviewed,us,us
2017-07-23T10:01:09.400Z,-17.7043,-174.9072,221.33,4.8,mb,,75,4.828,0.65,us,us20009zzj,2017-08-04T06:15:23.040Z,"143km NW of Neiafu, Tonga",earthquake,10.1,9.1,0.09,38,reviewed,us,us
2017-07-23T09:02:25.010Z,-28.33,-176.4121,53.2,4.5,mb,,263,1.613,0.44,us,us2000a1sr,2017-08-04T06:10:58.040Z,"178km NE of Raoul Island, New Zealand",earthquake,11.5,12.1,0.171,10,reviewed,us,us
2017-07-23T07:55:55.010Z,0.2935,120.2,55.8,5.5,mww,,34,0.999,0.81,us,us20009zyk,2017-07-25T19:51:43.040Z,"65km SSW of Tinabogan, Indonesia",earthquake,5.3,5.8,0.071,19,reviewed,us,us
2017-07-23T07:39:16.926Z,63.5459,-149.5622,106.7,3.5,ml,,,,0.64,ak,ak16366349,2017-07-25T06:12:09.163Z,"34km WNW of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-23T06:53:22.580Z,46.8037,-112.5401,10,3.2,ml,,65,0.113,0.69,us,us20009zyb,2017-07-23T14:12:43.759Z,"19km SSE of Lincoln, Montana",earthquake,2.9,1.9,0.05,52,reviewed,us,us
2017-07-23T06:53:19.950Z,1.8898,128.1588,128.14,4.3,mb,,109,1.364,0.67,us,us20009zyd,2017-07-23T07:31:53.040Z,"24km NE of Tobelo, Indonesia",earthquake,7.5,8,0.097,30,reviewed,us,us
2017-07-23T06:46:26.340Z,19.0091,-64.18,24,2.59,md,3,343,1.3068,0.07,pr,pr2017204012,2017-07-23T08:00:11.841Z,"80km NE of Road Town, British Virgin Islands",earthquake,1.94,9.83,0.43,2,reviewed,pr,pr
2017-07-23T06:36:58.720Z,19.364,-155.2111667,2.786,2.65,ml,47,56,0.01056,0.08,hv,hv61845181,2017-07-24T21:41:06.370Z,"7km SSE of Volcano, Hawaii",earthquake,0.23,0.17,0.212,21,reviewed,hv,hv
2017-07-23T04:53:49.980Z,35.3751667,-117.8153333,2.38,2.74,ml,36,38,0.2407,0.17,ci,ci37710311,2017-07-24T18:50:12.506Z,"16km W of Johannesburg, CA",earthquake,0.18,0.83,0.218,136,reviewed,ci,ci
2017-07-23T04:18:59.438Z,67.6218,-162.7908,16.1,2.5,ml,,,,0.82,ak,ak16365691,2017-07-25T06:07:37.681Z,"9km NE of Noatak, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-07-23T04:10:06.670Z,53.5952,170.7245,29.59,5.1,mb,,102,2.21,0.78,us,us20009zxe,2017-07-25T06:07:38.553Z,"184km WNW of Attu Station, Alaska",earthquake,8.8,4.3,0.025,524,reviewed,us,us
2017-07-23T03:50:02.470Z,19.1483,-64.706,25,2.6,md,3,327,1.0195,0.32,pr,pr2017204009,2017-07-23T07:33:35.590Z,"81km N of Road Town, British Virgin Islands",earthquake,3.05,27.46,0.31,2,reviewed,pr,pr
2017-07-23T03:47:10.370Z,19.247,-68.7046,33,2.58,md,4,320,0.8012,0.28,pr,pr2017204010,2017-07-23T07:34:04.546Z,"46km NE of Miches, Dominican Republic",earthquake,5.39,20.24,0.36,3,reviewed,pr,pr
2017-07-23T03:43:40.210Z,19.1008,-64.7583,58,2.89,md,4,313,0.9508,0.33,pr,pr2017204008,2017-07-23T07:12:46.707Z,"77km N of Road Town, British Virgin Islands",earthquake,9.95,16.05,0.26,4,reviewed,pr,pr
2017-07-23T03:33:45.250Z,-5.6354,103.8457,61.59,4.7,mb,,206,1.546,0.5,us,us20009zx8,2017-07-23T03:52:33.040Z,"39km SSW of Biha, Indonesia",earthquake,4.8,9.4,0.106,30,reviewed,us,us
2017-07-23T03:14:26.520Z,19.1665,-64.6713,48,2.54,md,3,328,1.0543,0.3,pr,pr2017204007,2017-07-23T07:07:22.515Z,"83km N of Road Town, British Virgin Islands",earthquake,8.44,18.72,0.24,3,reviewed,pr,pr
2017-07-23T02:56:15.670Z,18.8448,-67.6323,7,2.58,md,7,318,0.4852,0.16,pr,pr2017204005,2017-07-23T12:46:49.069Z,"68km NW of Aguadilla, Puerto Rico",earthquake,2.44,2.13,0.19,7,reviewed,pr,pr
2017-07-23T02:39:55.630Z,19.139,-64.7218,25,2.59,md,4,316,1.0029,0.29,pr,pr2017204004,2017-07-23T07:51:08.914Z,"80km N of Road Town, British Virgin Islands",earthquake,2.48,25.17,0.41,4,reviewed,pr,pr
2017-07-23T01:03:27.200Z,-23.9317,-67.0452,224.04,4.4,mb,,57,1.426,0.7,us,us20009zwa,2017-07-23T01:33:13.040Z,"80km WNW of San Antonio de los Cobres, Argentina",earthquake,8.7,11.7,0.239,5,reviewed,us,us
2017-07-23T00:29:46.690Z,19.1696,-64.6755,25,2.55,md,3,328,1.0544,0.37,pr,pr2017204002,2017-07-23T05:06:47.890Z,"83km N of Road Town, British Virgin Islands",earthquake,3.59,31.59,0.5,2,reviewed,pr,pr
2017-07-23T00:27:02.300Z,19.2941,-64.6801,25,2.65,md,4,318,1.156,0.24,pr,pr2017204001,2017-07-23T05:05:15.969Z,"97km N of Road Town, British Virgin Islands",earthquake,2.29,21.58,0.47,4,reviewed,pr,pr
2017-07-23T00:18:02.380Z,19.2705,-64.7245,64,4.17,md,22,220,1.113,0.7,pr,pr2017204000,2017-07-23T00:57:09.594Z,"79km NNW of Road Town, British Virgin Islands",earthquake,7.08,15.49,0.22,12,reviewed,pr,pr
2017-07-22T23:26:08.270Z,37.7121,72.3841,182.87,4.1,mb,,128,0.603,0.47,us,us20009zvq,2017-07-23T00:10:13.040Z,"70km NE of Roshtqal'a, Tajikistan",earthquake,5.3,6.7,0.301,3,reviewed,us,us
2017-07-22T23:13:36.510Z,45.2776,124.6521,10,4.8,mb,,46,5.336,0.81,us,us20009zvm,2017-07-23T14:44:45.288Z,"16km NW of Fuyu, China",earthquake,8.6,1.9,0.074,57,reviewed,us,us
2017-07-22T22:38:05.070Z,40.3975,-124.925,23.64,2.69,ml,32,251,0.4552,0.28,nc,nc72845501,2017-08-01T05:53:02.872Z,"59km WSW of Ferndale, California",earthquake,1.73,12.7,0.17,11,reviewed,nc,nc
2017-07-22T22:23:33.440Z,35.7926667,-92.2516667,6.83,2.65,md,29,69,0.1421,0.23,nm,nm60202956,2017-08-04T01:51:23.707Z,"15km SW of Mountain View, Arkansas",earthquake,0.25,0.92,0.12,13,reviewed,nm,nm
2017-07-22T22:12:32.830Z,40.094,27.1875,3.47,4.1,mb,,55,1.18,0.76,us,us20009zv8,2017-07-22T22:25:04.040Z,"13km ENE of Can, Turkey",earthquake,4.4,7.8,0.302,3,reviewed,us,us
2017-07-22T21:31:31.446Z,59.079,-140.1704,0,2.6,ml,,,,0.89,ak,ak16364009,2017-07-25T06:06:54.707Z,"57km SSW of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-22T19:50:41.980Z,51.2599,155.0805,213.11,4.3,mb,,120,2.454,0.48,us,us20009zuk,2017-07-22T21:28:20.040Z,"97km NW of Severo-Kuril'sk, Russia",earthquake,11.1,8.3,0.076,49,reviewed,us,us
2017-07-22T19:49:51.550Z,46.8775,-112.5381667,11.9,2.83,ml,20,82,0.045,0.19,mb,mb80235259,2017-07-23T14:17:48.480Z,"13km SE of Lincoln, Montana",earthquake,0.5,0.52,0.238,20,reviewed,mb,mb
2017-07-22T19:10:17.030Z,1.0192,96.9835,10,4.3,mb,,203,0.656,0.83,us,us20009ztv,2017-07-22T21:10:27.040Z,"174km SSE of Sinabang, Indonesia",earthquake,6.1,1.7,0.138,15,reviewed,us,us
2017-07-22T18:56:09.300Z,19.3241,-65.7008,67,2.53,md,6,272,1.0638,0.52,pr,pr2017203006,2017-07-25T15:29:30.040Z,"107km N of Vieques, Puerto Rico",earthquake,9.8,22.32,0.15,5,reviewed,pr,pr
2017-07-22T18:45:58.300Z,-20.0449,-177.5126,469.64,4.3,mb,,96,7.216,0.8,us,us20009ztq,2017-07-25T15:16:35.040Z,"140km ENE of Ndoi Island, Fiji",earthquake,12.9,7.8,0.075,51,reviewed,us,us
2017-07-22T18:11:58.460Z,-24.3229,-67.0893,162.99,4.6,mwr,,56,1.691,1.2,us,us20009zt4,2017-07-25T15:01:41.516Z,"79km W of San Antonio de los Cobres, Argentina",earthquake,7.2,1.1,,,reviewed,us,guc
2017-07-22T18:11:40.460Z,19.8007,120.1189,23.17,4.4,mb,,114,3.132,1.01,us,us20009zt6,2017-07-25T14:46:52.040Z,"152km NNW of Burgos, Philippines",earthquake,9.7,5.4,0.086,42,reviewed,us,us
2017-07-22T18:10:35.293Z,60.3645,-147.3827,6.1,3.2,ml,,,,0.6,ak,ak16363045,2017-07-25T14:43:08.040Z,"80km ESE of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-22T17:25:46.130Z,36.6184,26.7755,141.87,4.6,mb,,39,1.089,0.92,us,us20009zsc,2017-07-25T14:01:03.127Z,"21km SW of Kefalos, Greece",earthquake,4.2,5,0.056,96,reviewed,us,us
2017-07-22T17:09:21.520Z,36.9619,27.3424,10,4.7,mb,,40,0.975,0.78,us,us20009zs4,2017-07-25T13:48:13.691Z,"8km NNE of Kos, Greece",earthquake,3.6,1.8,0.054,103,reviewed,us,us
2017-07-22T16:18:20.970Z,19.7183,-64.5193,49,3.22,md,11,241,1.604,0.24,pr,pr2017203003,2017-07-22T17:14:26.483Z,"144km N of Road Town, British Virgin Islands",earthquake,3.47,15.62,0.36,8,reviewed,pr,pr
2017-07-22T14:52:46.115Z,59.1089,-136.5678,0,2.5,ml,,,,0.79,ak,ak16362483,2017-07-25T06:06:13.807Z,"65km WSW of Haines, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-22T13:11:43.830Z,37.5096667,-118.8001667,0.98,2.84,md,35,99,0.06619,0.05,nc,nc72845181,2017-08-01T05:23:01.798Z,"21km SE of Mammoth Lakes, California",earthquake,0.31,1,0.227,38,reviewed,nc,nc
2017-07-22T12:54:14.280Z,2.9633,128.6171,58.37,4,mb,,132,2.51,0.76,us,us2000a1pa,2017-07-29T06:30:13.040Z,"152km NNE of Tobelo, Indonesia",earthquake,10.3,6.8,0.15,12,reviewed,us,us
2017-07-22T12:02:26.270Z,-3.8397,142.7943,28.8,4,mb,,119,14.592,1.18,us,us2000a1p9,2017-07-29T06:25:59.040Z,"44km N of Ambunti, Papua New Guinea",earthquake,16.7,6.7,0.13,16,reviewed,us,us
2017-07-22T11:52:41.630Z,-20.9334,170.2333,96.23,4,mb,,267,2.126,0.73,us,us2000a1p8,2017-07-29T06:21:14.040Z,"183km SSE of Isangel, Vanuatu",earthquake,10.7,12,0.195,7,reviewed,us,us
2017-07-22T10:41:55.692Z,61.5985,-149.9003,33.8,2.6,ml,,,,0.53,ak,ak16362195,2017-07-25T06:06:12.308Z,"5km SW of Houston, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-22T10:11:19.750Z,-19.3095,168.5933,35,4.7,mb,,92,1.936,0.43,us,us20009zq3,2017-07-22T10:51:54.040Z,"75km WNW of Isangel, Vanuatu",earthquake,6.8,1.6,0.101,30,reviewed,us,us
2017-07-22T09:41:04.320Z,20.0547,-65.0436,14.86,4.7,mb,,39,2.2,0.6,us,us20009zpl,2017-07-22T10:05:33.040Z,"186km NNW of Road Town, British Virgin Islands",earthquake,6.8,4.5,0.04,188,reviewed,us,us
2017-07-22T09:29:33.570Z,32.2675,140.2014,99.77,4.8,mb,,75,0.906,1.04,us,us20009zpi,2017-07-22T09:50:18.040Z,"97km SSE of Hachijo-jima, Japan",earthquake,6.9,3,0.034,267,reviewed,us,us
2017-07-22T08:44:25.060Z,36.738,70.9103,267.15,4.6,mb,,68,0.47,0.64,us,us20009zp4,2017-07-22T08:58:37.040Z,"15km SSE of Jarm, Afghanistan",earthquake,6.8,5.7,0.093,35,reviewed,us,us
